median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
126600.00,4.01,5.00,4505.00,834.00,1917.00,775.00,36.34,-119.34
93700.00,4.18,17.00,2250.00,430.00,1218.00,468.00,36.33,-119.34
105600.00,3.15,14.00,1195.00,220.00,568.00,229.00,36.33,-119.35
132000.00,2.98,11.00,3221.00,617.00,1351.00,565.00,36.33,-119.36
50600.00,1.26,28.00,1440.00,431.00,2178.00,440.00,36.34,-119.29
71000.00,1.47,35.00,1235.00,369.00,1246.00,341.00,36.34,-119.29
63100.00,1.83,45.00,3723.00,831.00,2256.00,770.00,36.34,-119.30
54100.00,1.47,32.00,1893.00,453.00,1744.00,425.00,36.34,-119.31
112500.00,0.74,19.00,792.00,232.00,641.00,222.00,36.33,-119.29
84900.00,2.42,46.00,1636.00,338.00,772.00,332.00,36.33,-119.31
154800.00,5.87,16.00,3245.00,469.00,1471.00,450.00,36.36,-119.25
83700.00,3.53,7.00,3433.00,626.00,1793.00,626.00,36.34,-119.27
72400.00,3.11,7.00,3598.00,701.00,2080.00,678.00,36.35,-119.28
55500.00,0.78,10.00,1051.00,297.00,927.00,274.00,36.33,-119.28
58600.00,2.41,26.00,2057.00,472.00,1453.00,439.00,36.34,-119.27
95000.00,3.16,9.00,3289.00,621.00,1866.00,631.00,36.33,-119.24
96900.00,2.73,33.00,2199.00,403.00,1245.00,394.00,36.34,-119.19
92700.00,2.79,21.00,3146.00,595.00,1580.00,513.00,36.35,-119.09
93800.00,2.61,18.00,1666.00,294.00,859.00,301.00,36.29,-119.11
76500.00,2.73,33.00,3379.00,612.00,1565.00,618.00,36.30,-119.13
66200.00,2.17,29.00,1638.00,323.00,942.00,322.00,36.29,-119.12
79300.00,4.40,18.00,2377.00,414.00,1359.00,424.00,36.28,-119.16
80200.00,1.68,7.00,2946.00,664.00,1608.00,622.00,36.31,-119.16
72500.00,2.43,18.00,1435.00,257.00,657.00,254.00,36.29,-119.15
48300.00,1.53,32.00,2084.00,482.00,1410.00,420.00,36.29,-119.14
61900.00,1.47,36.00,788.00,181.00,405.00,180.00,36.29,-119.14
57000.00,2.63,19.00,1427.00,311.00,1026.00,293.00,36.30,-119.20
45600.00,1.34,32.00,1355.00,363.00,1427.00,384.00,36.30,-119.20
41400.00,1.77,23.00,951.00,235.00,806.00,222.00,36.30,-119.21
49400.00,1.91,18.00,1433.00,265.00,1092.00,276.00,36.30,-119.21
54100.00,1.55,17.00,2079.00,459.00,2022.00,462.00,36.31,-119.22
69100.00,2.69,23.00,1494.00,275.00,678.00,235.00,36.27,-119.25
65900.00,1.68,22.00,2295.00,508.00,1654.00,478.00,36.28,-119.20
64600.00,1.20,27.00,1513.00,374.00,839.00,350.00,36.32,-119.29
62900.00,1.14,35.00,1898.00,481.00,1123.00,433.00,36.32,-119.29
66900.00,1.91,29.00,2274.00,514.00,1234.00,521.00,36.32,-119.28
67200.00,2.20,33.00,2107.00,451.00,1364.00,442.00,36.32,-119.29
89200.00,3.74,16.00,2812.00,514.00,1620.00,523.00,36.32,-119.28
110200.00,4.08,6.00,2881.00,518.00,1432.00,504.00,36.32,-119.27
113100.00,4.77,9.00,3631.00,635.00,1881.00,628.00,36.32,-119.27
72200.00,2.75,32.00,1821.00,345.00,812.00,299.00,36.32,-119.25
84600.00,2.42,18.00,3578.00,720.00,1540.00,640.00,36.30,-119.26
77000.00,2.88,44.00,2060.00,414.00,819.00,355.00,36.33,-119.30
92500.00,3.39,23.00,3521.00,615.00,1712.00,636.00,36.32,-119.30
109000.00,4.03,44.00,2032.00,308.00,791.00,336.00,36.32,-119.31
88800.00,2.57,23.00,2945.00,592.00,1419.00,532.00,36.32,-119.31
101900.00,5.19,14.00,2382.00,377.00,1278.00,386.00,36.31,-119.29
82800.00,3.10,34.00,1439.00,253.00,607.00,223.00,36.31,-119.29
97300.00,4.28,16.00,2234.00,357.00,1150.00,361.00,36.31,-119.30
92600.00,2.07,18.00,3860.00,760.00,1643.00,664.00,36.31,-119.31
86300.00,4.02,20.00,1256.00,209.00,566.00,195.00,36.30,-119.31
118600.00,5.36,14.00,3023.00,469.00,1523.00,492.00,36.30,-119.30
177300.00,5.35,20.00,1157.00,179.00,572.00,191.00,36.30,-119.29
86600.00,1.61,16.00,3331.00,839.00,1955.00,763.00,36.32,-119.33
83800.00,3.92,14.00,1204.00,227.00,633.00,247.00,36.32,-119.34
94600.00,3.82,10.00,3817.00,719.00,1686.00,714.00,36.32,-119.35
89200.00,3.16,6.00,3266.00,604.00,1769.00,580.00,36.32,-119.34
82800.00,3.53,20.00,2025.00,328.00,1039.00,346.00,36.32,-119.33
88600.00,4.38,35.00,2316.00,387.00,849.00,378.00,36.32,-119.32
85500.00,2.50,23.00,3137.00,628.00,1446.00,548.00,36.32,-119.33
121300.00,5.26,19.00,2778.00,431.00,1092.00,451.00,36.32,-119.33
87700.00,3.69,29.00,2409.00,436.00,1142.00,440.00,36.32,-119.32
87500.00,2.99,21.00,2309.00,424.00,1047.00,453.00,36.31,-119.32
107300.00,4.06,17.00,2401.00,409.00,1100.00,409.00,36.31,-119.33
113000.00,5.39,15.00,1472.00,228.00,892.00,257.00,36.31,-119.33
133800.00,5.43,11.00,3045.00,522.00,1563.00,516.00,36.30,-119.33
93400.00,2.97,15.00,2864.00,571.00,1480.00,475.00,36.30,-119.32
88900.00,2.70,14.00,1635.00,422.00,870.00,399.00,36.31,-119.34
74400.00,2.69,13.00,2394.00,458.00,1177.00,389.00,36.30,-119.34
115600.00,4.95,12.00,2172.00,352.00,1013.00,354.00,36.30,-119.33
93200.00,3.69,14.00,1932.00,330.00,997.00,291.00,36.30,-119.38
104200.00,2.13,16.00,2624.00,527.00,1077.00,520.00,36.28,-119.33
89200.00,2.73,14.00,1680.00,343.00,931.00,350.00,36.30,-119.32
120100.00,2.23,23.00,1895.00,340.00,749.00,313.00,36.28,-119.29
73600.00,2.50,32.00,1702.00,348.00,1016.00,350.00,36.25,-119.46
132800.00,2.30,25.00,1696.00,279.00,909.00,291.00,36.25,-119.40
68300.00,1.94,10.00,2445.00,526.00,1262.00,476.00,36.22,-119.36
64800.00,2.71,19.00,1673.00,318.00,1298.00,343.00,36.22,-119.37
60000.00,2.40,18.00,1082.00,202.00,793.00,213.00,36.21,-119.36
54600.00,1.44,32.00,1290.00,304.00,852.00,309.00,36.22,-119.35
60300.00,1.64,26.00,2481.00,586.00,1445.00,498.00,36.21,-119.35
50200.00,1.39,25.00,1170.00,259.00,804.00,257.00,36.21,-119.36
54100.00,1.45,35.00,2228.00,476.00,1567.00,449.00,36.21,-119.37
90200.00,3.56,12.00,4965.00,872.00,2191.00,804.00,36.23,-119.34
106800.00,3.19,29.00,2051.00,351.00,915.00,343.00,36.22,-119.35
78200.00,3.09,38.00,2708.00,460.00,1260.00,455.00,36.22,-119.34
89900.00,3.50,29.00,1735.00,323.00,805.00,293.00,36.22,-119.33
67000.00,2.61,38.00,3115.00,622.00,1238.00,606.00,36.21,-119.33
68400.00,0.82,30.00,749.00,214.00,537.00,199.00,36.21,-119.34
108100.00,4.20,9.00,3748.00,644.00,1955.00,620.00,36.22,-119.33
95400.00,3.63,5.00,2319.00,438.00,1283.00,423.00,36.22,-119.32
78300.00,3.31,29.00,1220.00,232.00,619.00,246.00,36.21,-119.32
90000.00,2.84,21.00,1231.00,204.00,609.00,206.00,36.25,-119.32
139200.00,3.43,24.00,2015.00,355.00,1031.00,351.00,36.23,-119.25
66000.00,2.61,23.00,3180.00,547.00,1829.00,498.00,36.18,-119.27
129200.00,2.47,24.00,1248.00,226.00,641.00,200.00,36.12,-119.29
70400.00,2.59,22.00,2935.00,523.00,1927.00,530.00,36.23,-119.14
114200.00,2.91,21.00,2645.00,464.00,1245.00,407.00,36.19,-119.12
55600.00,3.03,28.00,1606.00,320.00,1158.00,317.00,36.22,-119.08
59300.00,2.52,20.00,1911.00,389.00,1241.00,348.00,36.21,-119.08
74300.00,3.43,34.00,1715.00,290.00,780.00,297.00,36.22,-119.09
47700.00,1.99,43.00,1335.00,280.00,943.00,288.00,36.21,-119.09
44600.00,1.88,38.00,1901.00,453.00,1613.00,400.00,36.21,-119.09
49500.00,2.47,38.00,727.00,173.00,559.00,176.00,36.21,-119.10
58400.00,1.54,10.00,1972.00,455.00,1469.00,442.00,36.21,-119.11
137500.00,2.64,22.00,1033.00,232.00,442.00,136.00,36.23,-118.74
113900.00,2.62,30.00,2685.00,546.00,951.00,523.00,36.19,-118.93
65700.00,2.89,43.00,1281.00,287.00,534.00,231.00,36.13,-118.82
99100.00,2.10,11.00,4103.00,882.00,356.00,171.00,36.12,-118.54
71300.00,3.13,10.00,443.00,111.00,48.00,21.00,36.19,-118.37
82100.00,2.39,20.00,4642.00,1300.00,658.00,247.00,35.82,-118.70
71300.00,4.13,38.00,298.00,55.00,161.00,47.00,35.90,-118.86
128900.00,2.86,14.00,3263.00,651.00,1910.00,594.00,36.01,-118.73
61200.00,2.46,30.00,1677.00,358.00,1159.00,365.00,36.20,-119.08
77100.00,1.62,17.00,1564.00,396.00,713.00,362.00,36.19,-119.10
54400.00,1.48,22.00,3065.00,726.00,2165.00,738.00,36.21,-119.34
54400.00,2.03,12.00,1632.00,378.00,1303.00,315.00,36.20,-119.34
63800.00,1.07,27.00,418.00,163.00,332.00,141.00,36.19,-119.33
74500.00,3.15,23.00,1837.00,332.00,1064.00,335.00,36.20,-119.31
63100.00,2.32,25.00,2360.00,460.00,1424.00,436.00,36.21,-119.32
64500.00,2.23,25.00,1427.00,246.00,772.00,221.00,36.20,-119.32
83300.00,3.42,15.00,1562.00,275.00,961.00,287.00,36.20,-119.32
72300.00,1.10,11.00,1281.00,291.00,861.00,313.00,36.19,-119.32
69700.00,3.34,11.00,3136.00,620.00,2013.00,583.00,36.19,-119.32
50800.00,2.23,31.00,1783.00,382.00,1266.00,358.00,36.20,-119.35
51100.00,1.75,29.00,1938.00,404.00,1487.00,414.00,36.20,-119.35
51500.00,2.25,33.00,1955.00,398.00,1412.00,397.00,36.20,-119.36
66100.00,2.49,24.00,1306.00,266.00,889.00,276.00,36.19,-119.37
67800.00,1.03,6.00,958.00,226.00,734.00,230.00,36.19,-119.35
106900.00,2.82,27.00,2119.00,373.00,1268.00,345.00,36.16,-119.45
49200.00,2.39,21.00,2751.00,602.00,1496.00,489.00,36.16,-119.35
112500.00,2.03,18.00,408.00,82.00,253.00,75.00,36.09,-119.45
48700.00,1.88,20.00,2236.00,434.00,1405.00,412.00,36.06,-119.31
112500.00,1.89,39.00,915.00,199.00,580.00,175.00,36.04,-119.40
112500.00,2.29,29.00,1016.00,174.00,481.00,140.00,36.05,-119.27
42500.00,1.74,30.00,1471.00,373.00,1418.00,357.00,36.10,-119.21
71300.00,1.91,29.00,1815.00,376.00,1421.00,339.00,36.06,-119.19
85900.00,3.90,41.00,759.00,140.00,408.00,129.00,36.14,-119.19
40900.00,2.06,28.00,1673.00,385.00,1434.00,371.00,36.13,-119.13
113700.00,3.15,21.00,2271.00,376.00,1145.00,372.00,36.13,-119.08
95500.00,1.71,24.00,2259.00,408.00,1169.00,395.00,36.13,-119.03
49000.00,1.64,20.00,1282.00,273.00,852.00,247.00,36.15,-119.06
52900.00,2.32,25.00,2402.00,478.00,1527.00,461.00,36.15,-119.06
41500.00,1.65,32.00,1838.00,441.00,1628.00,425.00,36.06,-119.14
53900.00,2.15,27.00,1575.00,321.00,1063.00,317.00,36.05,-119.12
62100.00,1.94,26.00,1748.00,346.00,891.00,303.00,36.02,-119.08
79800.00,2.38,17.00,3915.00,742.00,1768.00,688.00,36.02,-119.01
98500.00,2.92,28.00,1148.00,233.00,521.00,212.00,36.04,-118.92
103400.00,2.73,25.00,1880.00,339.00,1003.00,315.00,36.09,-119.08
63600.00,2.59,21.00,1344.00,249.00,868.00,221.00,36.10,-119.06
72900.00,3.68,11.00,2572.00,454.00,1402.00,415.00,36.09,-119.06
77400.00,3.03,15.00,2288.00,401.00,1238.00,429.00,36.09,-119.04
99200.00,4.02,9.00,3297.00,568.00,1749.00,568.00,36.09,-119.05
52000.00,1.59,17.00,2623.00,659.00,1912.00,618.00,36.07,-119.04
72100.00,4.19,19.00,2554.00,443.00,1301.00,419.00,36.08,-119.06
71000.00,3.00,5.00,2693.00,508.00,1785.00,491.00,36.08,-119.07
76200.00,3.20,11.00,2265.00,382.00,1285.00,387.00,36.07,-119.07
64600.00,1.70,20.00,2683.00,553.00,1497.00,548.00,36.07,-119.06
62900.00,1.78,21.00,2472.00,523.00,1238.00,504.00,36.07,-119.05
70600.00,3.16,23.00,2344.00,407.00,1184.00,406.00,36.06,-119.05
88600.00,3.02,15.00,2234.00,415.00,1254.00,420.00,36.09,-119.02
55500.00,1.89,31.00,1620.00,366.00,1154.00,348.00,36.08,-119.01
67700.00,2.69,19.00,2736.00,549.00,1432.00,503.00,36.08,-119.03
80600.00,3.25,19.00,2471.00,431.00,1040.00,426.00,36.08,-119.03
78000.00,2.23,26.00,2185.00,435.00,1108.00,419.00,36.07,-119.04
77600.00,2.42,26.00,3210.00,646.00,1908.00,642.00,36.07,-119.03
60800.00,1.59,29.00,2610.00,597.00,1659.00,571.00,36.07,-119.02
53100.00,1.61,39.00,1173.00,269.00,702.00,232.00,36.07,-119.02
50900.00,1.61,44.00,2450.00,575.00,1330.00,508.00,36.07,-119.01
90000.00,2.38,19.00,2988.00,681.00,1654.00,576.00,36.10,-118.93
47400.00,2.34,33.00,2043.00,443.00,1497.00,417.00,36.06,-118.98
52300.00,1.55,24.00,3208.00,691.00,1986.00,662.00,36.05,-119.00
51400.00,1.98,26.00,1289.00,262.00,1100.00,244.00,36.06,-118.97
63900.00,2.98,21.00,983.00,165.00,672.00,169.00,36.07,-118.99
42600.00,1.76,19.00,2153.00,458.00,1317.00,386.00,36.06,-118.99
81300.00,4.08,41.00,937.00,158.00,396.00,142.00,36.06,-119.00
73000.00,2.98,20.00,1042.00,183.00,509.00,175.00,36.07,-119.00
51900.00,2.16,36.00,1925.00,443.00,1405.00,422.00,36.06,-119.03
43100.00,1.40,41.00,2279.00,538.00,1908.00,511.00,36.06,-119.02
47700.00,1.68,25.00,1505.00,367.00,1392.00,359.00,36.06,-119.01
53100.00,1.38,27.00,1127.00,294.00,839.00,276.00,36.05,-119.01
65200.00,2.22,22.00,2078.00,431.00,1336.00,456.00,36.05,-119.02
47500.00,2.35,21.00,554.00,121.00,426.00,122.00,35.97,-119.42
47800.00,1.37,26.00,1460.00,316.00,880.00,286.00,35.99,-119.31
51000.00,1.74,20.00,2911.00,597.00,1746.00,588.00,35.99,-119.28
52500.00,1.88,25.00,2014.00,402.00,1160.00,362.00,35.96,-119.19
42700.00,1.50,22.00,1750.00,374.00,1113.00,338.00,35.86,-119.46
62600.00,2.14,20.00,1934.00,377.00,1341.00,336.00,35.87,-119.30
58300.00,2.42,37.00,736.00,166.00,564.00,138.00,35.85,-119.12
49800.00,1.81,19.00,1809.00,477.00,2051.00,416.00,35.79,-119.10
53300.00,1.76,18.00,1855.00,424.00,1839.00,392.00,35.89,-119.27
43700.00,1.51,32.00,1393.00,343.00,1282.00,336.00,35.88,-119.27
49500.00,1.63,12.00,972.00,269.00,1134.00,286.00,35.87,-119.27
47600.00,1.65,24.00,1590.00,390.00,1686.00,372.00,35.87,-119.26
65700.00,2.66,18.00,3501.00,721.00,2009.00,660.00,35.94,-119.06
51700.00,1.88,18.00,1187.00,308.00,1343.00,277.00,35.96,-119.04
55800.00,1.85,25.00,1009.00,246.00,994.00,222.00,35.95,-119.04
96200.00,3.78,17.00,1668.00,307.00,888.00,277.00,35.87,-118.96
112600.00,2.65,17.00,2098.00,370.00,912.00,354.00,38.00,-120.40
105200.00,3.21,33.00,2177.00,404.00,891.00,383.00,38.00,-120.39
121200.00,2.67,19.00,2010.00,433.00,910.00,390.00,37.98,-120.40
86700.00,2.15,52.00,1056.00,274.00,584.00,255.00,37.98,-120.39
123200.00,2.54,30.00,473.00,109.00,242.00,93.00,38.01,-120.37
217500.00,2.42,3.00,1167.00,306.00,422.00,186.00,37.99,-120.35
113400.00,2.36,36.00,2864.00,603.00,1155.00,565.00,37.99,-120.38
91400.00,1.60,29.00,2508.00,591.00,1112.00,550.00,37.98,-120.37
104800.00,2.58,47.00,1060.00,219.00,496.00,205.00,37.97,-120.38
87500.00,4.06,17.00,301.00,94.00,122.00,47.00,38.13,-120.26
104600.00,2.91,13.00,1996.00,410.00,618.00,218.00,38.07,-120.28
128100.00,2.65,12.00,1430.00,310.00,517.00,240.00,38.06,-120.40
118800.00,2.57,16.00,1499.00,326.00,733.00,286.00,38.04,-120.35
139100.00,2.61,20.00,1551.00,309.00,647.00,228.00,38.03,-120.39
115300.00,2.13,14.00,2061.00,465.00,859.00,462.00,38.03,-120.41
186000.00,3.69,15.00,1613.00,299.00,655.00,251.00,38.02,-120.43
139700.00,3.82,11.00,2366.00,398.00,1046.00,387.00,38.02,-120.31
111300.00,3.29,6.00,1281.00,245.00,422.00,160.00,38.04,-120.30
145700.00,3.68,13.00,2095.00,391.00,860.00,331.00,38.03,-120.28
99800.00,3.19,13.00,3839.00,715.00,1486.00,532.00,38.02,-120.27
105100.00,3.07,12.00,3014.00,560.00,1424.00,485.00,38.01,-120.29
153500.00,2.52,23.00,1908.00,383.00,984.00,374.00,37.99,-120.30
170700.00,3.50,14.00,1944.00,330.00,822.00,314.00,38.00,-120.33
136200.00,2.56,22.00,4173.00,763.00,1086.00,444.00,38.04,-120.25
116500.00,2.95,21.00,4924.00,966.00,1175.00,454.00,38.03,-120.25
137000.00,2.72,14.00,3803.00,689.00,1129.00,477.00,38.05,-120.22
162500.00,0.50,43.00,102.00,19.00,44.00,13.00,38.07,-120.19
115800.00,3.11,17.00,8651.00,1579.00,2071.00,757.00,38.03,-120.19
88900.00,2.06,37.00,3355.00,666.00,338.00,136.00,38.12,-120.12
132500.00,2.13,26.00,7005.00,1358.00,416.00,189.00,38.19,-120.03
107100.00,3.50,12.00,2726.00,517.00,1351.00,474.00,37.99,-120.26
148600.00,3.13,11.00,1214.00,228.00,633.00,199.00,38.01,-120.24
93300.00,3.15,14.00,1954.00,368.00,917.00,316.00,37.98,-120.23
153300.00,2.15,17.00,1047.00,212.00,530.00,196.00,37.90,-120.28
79400.00,1.63,34.00,1747.00,395.00,935.00,362.00,37.96,-120.24
68200.00,2.01,52.00,1230.00,262.00,609.00,243.00,37.96,-120.23
134100.00,3.38,13.00,493.00,76.00,196.00,68.00,37.93,-120.25
112500.00,1.68,5.00,111.00,26.00,58.00,25.00,37.93,-120.13
149500.00,3.57,4.00,1658.00,301.00,676.00,278.00,37.98,-120.35
118900.00,2.01,17.00,2530.00,526.00,1024.00,496.00,37.97,-120.33
120100.00,2.47,17.00,3243.00,619.00,1408.00,566.00,37.97,-120.30
144800.00,3.05,17.00,1459.00,297.00,753.00,271.00,37.94,-120.29
100000.00,4.38,16.00,108.00,18.00,54.00,22.00,37.91,-120.32
162500.00,2.31,25.00,287.00,57.00,118.00,50.00,37.86,-120.35
137500.00,2.46,16.00,324.00,61.00,135.00,61.00,37.86,-120.23
137900.00,3.26,9.00,13670.00,2453.00,2811.00,1193.00,37.84,-120.20
112500.00,3.48,30.00,1189.00,255.00,446.00,165.00,37.80,-120.20
137500.00,4.08,18.00,473.00,115.00,88.00,41.00,37.85,-119.93
137500.00,3.49,17.00,346.00,130.00,51.00,20.00,37.94,-119.57
103000.00,2.01,25.00,2505.00,529.00,1145.00,483.00,37.96,-120.47
115900.00,2.51,18.00,3059.00,609.00,1335.00,581.00,37.98,-120.42
98700.00,2.49,19.00,2787.00,578.00,1208.00,532.00,37.95,-120.42
164000.00,2.11,10.00,2554.00,501.00,922.00,439.00,37.96,-120.39
99400.00,3.63,22.00,1022.00,194.00,517.00,198.00,37.92,-120.40
177000.00,2.40,13.00,2104.00,407.00,960.00,401.00,37.95,-120.35
87500.00,4.42,16.00,744.00,141.00,311.00,122.00,37.88,-120.41
115400.00,3.17,8.00,2687.00,495.00,5087.00,385.00,37.79,-120.45
156300.00,3.34,19.00,961.00,218.00,479.00,138.00,34.70,-119.31
262500.00,2.22,10.00,416.00,110.00,436.00,70.00,34.62,-119.06
191700.00,2.42,28.00,1000.00,206.00,545.00,154.00,34.42,-118.75
120400.00,2.70,45.00,1610.00,406.00,1148.00,347.00,34.41,-118.80
375000.00,6.12,20.00,728.00,120.00,360.00,115.00,34.42,-118.88
338100.00,4.42,34.00,1328.00,244.00,795.00,227.00,34.40,-118.98
187900.00,4.66,33.00,1775.00,309.00,1071.00,296.00,34.36,-118.93
190500.00,3.71,17.00,3275.00,599.00,2422.00,637.00,34.40,-118.93
198000.00,3.32,23.00,1290.00,283.00,1060.00,279.00,34.40,-118.92
173400.00,3.09,22.00,2702.00,655.00,2664.00,571.00,34.41,-118.92
209100.00,4.26,35.00,4431.00,739.00,2304.00,720.00,34.41,-118.90
176100.00,3.20,30.00,2861.00,613.00,2065.00,586.00,34.40,-118.91
134400.00,1.58,16.00,2614.00,575.00,1163.00,524.00,34.40,-118.90
230300.00,3.95,33.00,1465.00,262.00,731.00,266.00,34.38,-119.06
201700.00,3.65,32.00,3885.00,759.00,2504.00,736.00,34.37,-119.06
162500.00,2.84,22.00,1815.00,506.00,2428.00,473.00,34.36,-119.05
181300.00,2.70,50.00,1236.00,282.00,1079.00,257.00,34.40,-119.05
184000.00,2.68,21.00,2424.00,527.00,1379.00,484.00,34.31,-119.10
281300.00,5.36,35.00,462.00,90.00,334.00,96.00,34.34,-119.04
199300.00,2.80,52.00,1409.00,359.00,981.00,304.00,34.36,-119.06
183300.00,1.86,52.00,1239.00,320.00,934.00,298.00,34.36,-119.06
158300.00,2.07,34.00,2426.00,646.00,2116.00,631.00,34.35,-119.06
146600.00,2.24,39.00,950.00,300.00,1366.00,312.00,34.35,-119.05
214800.00,4.01,20.00,4725.00,881.00,2823.00,869.00,34.35,-119.09
186000.00,3.28,24.00,3663.00,828.00,2718.00,778.00,34.35,-119.08
194800.00,2.76,23.00,3065.00,723.00,2042.00,698.00,34.34,-119.08
191800.00,3.55,14.00,4026.00,769.00,1825.00,671.00,34.33,-119.11
237900.00,4.08,28.00,7200.00,1281.00,3793.00,1238.00,34.38,-119.12
189900.00,2.42,48.00,1459.00,324.00,902.00,350.00,34.36,-119.06
260300.00,2.48,34.00,3193.00,664.00,1434.00,627.00,34.44,-119.23
434700.00,4.01,30.00,3826.00,691.00,1656.00,657.00,34.46,-119.26
227600.00,3.20,34.00,9280.00,1765.00,4514.00,1693.00,34.46,-119.23
427600.00,6.63,39.00,2056.00,381.00,939.00,371.00,34.46,-119.19
325000.00,5.75,16.00,630.00,117.00,343.00,100.00,34.42,-119.23
357900.00,5.00,15.00,1659.00,274.00,679.00,253.00,34.45,-119.27
297900.00,5.31,33.00,2005.00,392.00,1043.00,351.00,34.44,-119.15
375000.00,7.75,17.00,321.00,44.00,92.00,39.00,34.49,-119.14
245000.00,4.13,22.00,2612.00,494.00,1361.00,439.00,34.41,-119.31
225000.00,2.44,23.00,282.00,69.00,130.00,57.00,34.38,-119.31
161200.00,2.54,41.00,1408.00,311.00,793.00,264.00,34.37,-119.29
231300.00,2.47,27.00,669.00,131.00,314.00,106.00,34.39,-119.34
500001.00,12.63,5.00,403.00,48.00,208.00,54.00,34.44,-119.31
197600.00,2.46,36.00,2376.00,541.00,1505.00,547.00,34.45,-119.28
230800.00,2.69,26.00,2849.00,535.00,1383.00,532.00,34.45,-119.29
243100.00,3.23,34.00,4314.00,878.00,2361.00,831.00,34.44,-119.29
234700.00,2.70,22.00,3527.00,711.00,1483.00,640.00,34.44,-119.27
313000.00,4.81,23.00,4763.00,828.00,2198.00,771.00,34.42,-119.28
219900.00,3.58,18.00,5591.00,1042.00,2860.00,1026.00,34.42,-119.30
241400.00,4.27,22.00,3891.00,657.00,1727.00,581.00,34.40,-119.29
199300.00,4.69,35.00,3079.00,579.00,1807.00,589.00,34.39,-119.30
225000.00,3.29,28.00,731.00,155.00,285.00,162.00,34.29,-119.17
279400.00,5.30,18.00,3932.00,724.00,1896.00,680.00,34.29,-119.17
500001.00,5.27,21.00,259.00,38.00,142.00,45.00,34.31,-119.17
259200.00,2.98,21.00,2475.00,502.00,1269.00,505.00,34.30,-119.15
224200.00,4.86,28.00,3231.00,524.00,1665.00,540.00,34.28,-119.19
268200.00,5.69,17.00,4526.00,717.00,2088.00,655.00,34.28,-119.18
283200.00,6.31,25.00,2197.00,320.00,934.00,330.00,34.30,-119.19
175700.00,2.98,29.00,3128.00,672.00,1815.00,648.00,34.34,-119.22
500001.00,4.85,19.00,3238.00,629.00,1195.00,443.00,34.32,-119.39
225000.00,2.48,16.00,52.00,16.00,51.00,15.00,34.35,-119.32
154200.00,3.16,17.00,2754.00,577.00,1349.00,533.00,34.29,-119.14
219200.00,4.00,30.00,413.00,98.00,400.00,112.00,34.28,-119.16
232700.00,4.76,11.00,5330.00,1056.00,2801.00,1028.00,34.28,-119.16
221100.00,5.92,24.00,1824.00,331.00,1049.00,320.00,34.27,-119.16
75000.00,2.25,31.00,790.00,241.00,1095.00,222.00,34.28,-119.14
279500.00,5.21,6.00,2307.00,386.00,910.00,364.00,34.27,-119.18
234800.00,6.07,24.00,4165.00,646.00,2194.00,658.00,34.27,-119.17
236500.00,4.09,18.00,8010.00,1539.00,3982.00,1483.00,34.27,-119.17
267300.00,6.19,10.00,3654.00,541.00,1638.00,551.00,34.26,-119.17
223600.00,3.22,11.00,4695.00,955.00,2065.00,982.00,34.27,-119.22
55000.00,2.38,31.00,224.00,88.00,326.00,88.00,34.26,-119.21
157300.00,4.24,10.00,3150.00,781.00,1582.00,653.00,34.26,-119.21
145200.00,3.40,16.00,2596.00,625.00,1403.00,562.00,34.26,-119.22
203400.00,3.44,8.00,4942.00,1173.00,3012.00,1033.00,34.27,-119.20
217600.00,3.35,23.00,2887.00,540.00,1508.00,518.00,34.26,-119.21
199500.00,4.18,13.00,3009.00,588.00,1439.00,607.00,34.26,-119.20
218000.00,5.18,16.00,5018.00,853.00,2524.00,830.00,34.26,-119.19
228900.00,5.53,22.00,2334.00,359.00,1298.00,363.00,34.26,-119.18
214600.00,4.17,12.00,232.00,37.00,79.00,35.00,34.25,-119.19
234100.00,4.91,26.00,2406.00,411.00,1313.00,391.00,34.26,-119.21
223200.00,5.41,25.00,2203.00,367.00,1194.00,377.00,34.26,-119.20
235000.00,3.82,18.00,3208.00,643.00,1973.00,614.00,34.25,-119.20
187500.00,3.89,25.00,195.00,59.00,140.00,43.00,34.25,-119.20
219400.00,3.40,22.00,2362.00,601.00,1127.00,499.00,34.28,-119.20
234300.00,5.07,30.00,1937.00,295.00,695.00,313.00,34.27,-119.22
229300.00,4.24,22.00,3536.00,615.00,1650.00,612.00,34.27,-119.23
409300.00,6.73,22.00,7548.00,1038.00,2855.00,1008.00,34.31,-119.21
281100.00,5.76,27.00,2219.00,312.00,937.00,315.00,34.28,-119.21
404300.00,6.95,18.00,1713.00,244.00,690.00,239.00,34.30,-119.23
303600.00,5.50,24.00,4260.00,691.00,1581.00,607.00,34.28,-119.23
299700.00,5.53,24.00,2212.00,332.00,899.00,331.00,34.28,-119.22
257500.00,4.73,33.00,2467.00,377.00,1052.00,363.00,34.28,-119.22
231900.00,3.58,36.00,1530.00,341.00,703.00,317.00,34.28,-119.25
254100.00,3.08,41.00,2822.00,564.00,1288.00,541.00,34.28,-119.26
396400.00,4.88,34.00,1189.00,220.00,445.00,203.00,34.30,-119.25
303200.00,5.23,36.00,2232.00,373.00,951.00,368.00,34.28,-119.25
229100.00,4.40,41.00,1280.00,240.00,608.00,252.00,34.28,-119.24
358200.00,4.90,41.00,1835.00,311.00,683.00,308.00,34.28,-119.26
